#gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DENND5A	8498.425563	-2.196097495	0.034947163	-62.84050869	0	0
DROSHA	1197.289212	-0.909157261	0.018494459	-49.15835808	0	0
PML	5652.815468	-2.819238484	0.022018537	-128.0393181	0	0
NUB1	12188.31129	-2.074643153	0.03453906	-60.06657881	0	0
C5orf56	219.4230809	-3.859525031	0.049883261	-77.37114568	0	0
NCBP2	930.284062	0.71490323	0.017206782	41.54775985	0	0
SPTLC2	2706.406517	-1.688074552	0.035680298	-47.31111081	0	0
ABCD1	1930.970726	-1.415743691	0.036478055	-38.81083298	0	0
TRAPPC3	696.6360084	0.418070848	0.005498155	76.03839571	0	0
BAK1	1874.845283	-1.523066897	0.039438478	-38.61880477	0	0
DRAP1	1625.852333	-0.940641101	0.020943332	-44.91363217	0	0
BC034268	254.897482	-1.577753596	0.04117044	-38.32248568	0	0
RGS20	92.86389657	-4.874869639	0.089467609	-54.48753692	0	0
SYTL3	601.8669876	-2.068563769	0.039757777	-52.0291613	0	0
MRPL32	1009.180984	-1.371330585	0.025504192	-53.76883067	0	0
THOC1	489.2879566	1.084694064	0.026941192	40.26154737	0	0
TRIM6-TRIM34	1149.596382	-1.824343388	0.028051287	-65.03599562	0	0
YTHDF1	719.3124234	0.643461668	0.017139585	37.54242984	0	0
PARP11	885.6901304	-1.651679702	0.020210401	-81.7242408	0	0
FAM135A	1347.443847	-2.198517168	0.043598905	-50.42597264	0	0
MEF2A	3056.486881	-1.435929138	0.026034687	-55.15446056	0	0
SSB	7910.311874	-2.109572127	0.022459853	-93.92635553	0	0
TEX10	340.8296792	1.093209594	0.026408536	41.39606973	0	0
GPATCH11	133.2345627	1.850631538	0.046856041	39.49611429	0	0
TRIL	138.3524764	-7.150765745	0.166952348	-42.83117795	0	0
BBX	2179.065676	-1.712182731	0.026644131	-64.2611579	0	0
CEP57L1	361.1459642	-1.496983616	0.030019754	-49.86661876	0	0
ST3GAL5	2891.96562	-1.663170162	0.03594926	-46.26437828	0	0
TJAP1	253.2124839	0.796557499	0.020567992	38.7280156	0	0
ADPRHL2	1483.526835	-1.468682179	0.016499332	-89.01464457	0	0
CACNA1A	166.9120693	-5.412721523	0.116022702	-46.65226247	0	0
RBM43	987.1866315	-2.520504011	0.030805621	-81.81961378	0	0
TTC13	385.540455	1.877933772	0.041419118	45.33978161	0	0
SLC31A2	2250.700176	-2.668194978	0.033515971	-79.60965737	0	0
RICTOR	1855.525026	-1.296796713	0.023885316	-54.29263398	0	0
PPM1K	4368.273037	-2.863640882	0.028659442	-99.91963195	0	0
PAX5	1043.18285	-5.440130283	0.100330243	-54.22223746	0	0
EVI5L	129.9258156	1.319838076	0.033909198	38.92271603	0	0
PSMA4	3617.169965	-1.802887569	0.018921086	-95.28457142	0	0
PSMA5	2551.815007	-0.835335427	0.015292254	-54.62474139	0	0
ZNF107	653.0007131	-1.955503111	0.0354372	-55.18221305	0	0
FBXO42	664.4719644	0.754323972	0.01771487	42.58140066	0	0
TRAFD1	8477.91773	-2.183161967	0.024793384	-88.05421573	0	0
DENND3	1162.972589	-1.935027015	0.044383224	-43.59816234	0	0
CREBRF	2317.692411	-1.481404573	0.033620481	-44.06256359	0	0
MRPL17	604.9753948	-1.077972229	0.019636596	-54.89608331	0	0
RNF40	1369.696077	0.505939468	0.012474512	40.55785812	0	0
XLOC_002097	128.0264723	-2.63456575	0.062335426	-42.26434193	0	0
IL1RN	36364.73102	-2.86908015	0.064523451	-44.46569601	0	0
IL17RD	91.37173782	-4.672843531	0.07022892	-66.53731203	0	0
LAP3	19318.47563	-2.656414901	0.03085202	-86.1018147	0	0
TMEM110-MUSTN1	3641.434205	-2.595890684	0.030302524	-85.66582346	0	0
OPN3	563.4553362	1.596053331	0.042480953	37.57103414	0	0
LDOC1L	277.5657267	1.35794378	0.034629552	39.21343768	0	0
HIVEP2	2056.92493	-1.970366401	0.047749751	-41.26443294	0	0
ZNF318	499.3141011	1.406741125	0.027150506	51.81270354	0	0
SYS1	453.7796221	1.233255748	0.026985516	45.70065445	0	0
OSBPL2	469.2626254	0.64750456	0.015231889	42.50979967	0	0
OSBPL5	778.4738234	-1.877440137	0.036020516	-52.12141106	0	0
ARHGAP17	1913.722895	-1.487231048	0.034251513	-43.42088565	0	0
STARD5	510.6668861	-2.020950338	0.043621601	-46.32911885	0	0
DSP	362.9078117	-6.146592389	0.128164428	-47.95864571	0	0
UBE2D4	242.8572191	0.773628834	0.018830291	41.08427375	0	0
SETX	6656.86215	-1.041731603	0.016821185	-61.92973979	0	0
ZNF81	179.0964013	1.110080944	0.024766825	44.82128653	0	0
TRPC4AP	4529.030974	-1.1587764	0.013789387	-84.03393041	0	0
GRIN3A	986.5820947	-3.385494615	0.069046994	-49.03174512	0	0
TRIP12	8897.341429	-0.574243312	0.01447489	-39.67168823	0	0
TMEM171	189.7983614	-6.956850066	0.178572193	-38.9581935	0	0
ALMS1P	104.772379	-2.931022658	0.069847624	-41.96309727	0	0
BARD1	415.3719342	-1.719880297	0.028328849	-60.71126656	0	0
XLOC_006530	94.10317314	-3.733786269	0.097505572	-38.29305528	0	0
CCL8	23739.25179	-4.275066205	0.093344704	-45.79870103	0	0
HSBP1	952.7085846	0.564734763	0.014930034	37.82541719	0	0
UBP1	3047.69374	-0.873346875	0.018264327	-47.81708586	0	0
RALB	4051.697635	-1.251849411	0.021564779	-58.05064886	0	0
THAP3	241.1141512	-1.535303084	0.032016988	-47.95276505	0	0
FAM65B	2308.579289	-2.938958151	0.069610085	-42.22029241	0	0
RNF149	3484.668392	-1.396511602	0.032132287	-43.46131948	0	0
FAM225A	349.0749802	-2.74696895	0.048226497	-56.95974494	0	0
MYADM	1142.276405	-1.760309089	0.037437967	-47.0193552	0	0
XLOC_001045	1034.850654	-1.984231884	0.026075441	-76.09581201	0	0
CASK	85.39799185	-1.267120661	0.030472872	-41.58192447	0	0
CBR1	3137.895815	-2.517936723	0.039093848	-64.40749251	0	0
AK056817	911.0346482	-2.180207758	0.046401486	-46.98573159	0	0
NXF1	3572.490103	-1.852607071	0.040550667	-45.6862292	0	0
SBK1	69.57552026	-4.187315642	0.08486685	-49.33982622	0	0
FYTTD1	3895.37774	-1.250663214	0.019341424	-64.66241667	0	0
VPS35	1899.14806	1.017219701	0.017673826	57.55514929	0	0
PLEKHN1	93.5753497	-2.150043829	0.054023705	-39.79815601	0	0
USPL1	884.2994153	-1.043757576	0.026253275	-39.75723289	0	0
ZBTB48	225.9064862	1.068957525	0.026866713	39.78743173	0	0
ALMS1	335.9138055	1.584402057	0.039546686	40.06409204	0	0
AP5M1	863.4284224	0.579249704	0.015285927	37.8943142	0	0
IL15	849.2400624	-2.609851702	0.043298216	-60.27619423	0	0
FAM199X	830.2053077	0.837320411	0.0175934	47.59287024	0	0
C7orf25	5545.124892	-1.617107738	0.021819682	-74.11234052	0	0
SRGAP1	129.1150858	2.273080361	0.059136455	38.43788708	0	0
SRGAP2	7274.574397	-1.892029821	0.020387531	-92.80328273	0	0
SCLT1	575.2093113	-1.61472902	0.019162726	-84.26405453	0	0
IFI44L	15135.27651	-4.738850466	0.054321744	-87.236714	0	0
HLA-E	31093.91544	-1.04599338	0.025061263	-41.73745682	0	0
AKAP7	269.3284591	-2.617469322	0.040162047	-65.17270772	0	0
ARL2BP	580.0348837	0.847245923	0.021425993	39.54290037	0	0
SCARB2	9823.008054	-1.972052996	0.048300368	-40.82894357	0	0
DDX58	36139.76792	-4.850935564	0.043981834	-110.2940728	0	0
CSRNP1	7386.788946	-2.019047929	0.043613019	-46.29461489	0	0
FAM129A	17949.39965	-1.529932234	0.032483576	-47.09863964	0	0
NCF1C	4312.718511	-3.997060139	0.08081945	-49.45666091	0	0
AXL	713.2822671	-5.615971831	0.092276648	-60.8601628	0	0
CCDC47	2210.757852	0.901612665	0.01834576	49.14556095	0	0
LAG3	1854.143393	-6.465657792	0.065271362	-99.05811103	0	0
AIM2	577.5868116	-4.288186499	0.046778652	-91.66973136	0	0
SFXN5	252.4935683	1.643632506	0.034632067	47.45984445	0	0
BMPR2	4692.083707	-1.462745076	0.018629554	-78.51745187	0	0
HSH2D	7347.655193	-1.139077448	0.020519677	-55.51146959	0	0
VPS33A	980.1580567	0.530457713	0.012682855	41.82478741	0	0
CASP4	4904.023535	-1.561697735	0.034998999	-44.62121131	0	0
CASP5	111.0549041	-3.652466836	0.093764163	-38.95376163	0	0
CASP1	6146.195681	-2.265826558	0.032145684	-70.48618318	0	0
CASP8	1041.062109	-0.938604536	0.021428861	-43.80095233	0	0
ENTPD5	641.3978461	-1.947380511	0.034936558	-55.74047958	0	0
SLC4A7	579.7363922	2.206546304	0.041420359	53.27202268	0	0
NCF1	11238.05515	-4.418415536	0.079775912	-55.38533407	0	0
TBC1D1	2094.652288	-0.844559553	0.020470481	-41.25743575	0	0
DPH1	399.6033708	0.676977191	0.017110276	39.56553213	0	0
XLOC_003449	879.6515868	2.201876855	0.046181158	47.67911762	0	0
BLZF1	4595.666986	-2.683086791	0.034616611	-77.5086499	0	0
KCTD20	2122.324209	0.773174511	0.017064666	45.30850408	0	0
CD38	4629.24605	-4.529782768	0.05911545	-76.62603882	0	0
WARS	31673.53864	-2.894285327	0.046335996	-62.46299983	0	0
ZNF738	62.25251391	0.707387156	0.018149324	38.97595075	0	0
TNK2	1361.27298	-1.456861372	0.025948867	-56.14354479	0	0
SGIP1	76.97981674	-4.266498092	0.094219779	-45.28240412	0	0
HES4	691.9567561	-5.316069813	0.100295745	-53.00394156	0	0
TRIM56	2696.169833	-1.492790609	0.018832723	-79.26578523	0	0
NDUFV3	339.0091207	1.071213592	0.027491506	38.96525683	0	0
MDK	106.1836505	-3.552095816	0.05769412	-61.56772722	0	0
SMARCA5	6836.882628	-1.123372257	0.015623603	-71.90225526	0	0
KPNB1	10344.90811	-0.973487039	0.01517003	-64.17172723	0	0
TRIM21	2755.14959	-2.24044424	0.02014007	-111.2431196	0	0
FAM173B	90.10774647	1.918634289	0.043533932	44.07215738	0	0
SAMD9L	13133.48646	-2.327443364	0.035396809	-65.752915	0	0
APOL2	3786.90379	-2.137899155	0.026323092	-81.2176296	0	0
GALNT3	477.1718605	-3.048496611	0.061425857	-49.62888223	0	0
ATXN7L1	1559.007937	-1.84137406	0.039551603	-46.55624395	0	0
TMEM248	1665.813856	0.314214363	0.008082814	38.87437905	0	0
DDX26B	717.4664038	-1.217826716	0.027249208	-44.69218766	0	0
USB1	879.3244567	0.758441784	0.019950987	38.01525035	0	0
SLC25A28	1620.546754	-2.303569592	0.026575267	-86.68095658	0	0
SELO	1356.083026	-1.678047211	0.042429706	-39.54887701	0	0
USP18	8767.385638	-5.542938195	0.05141206	-107.8139688	0	0
NMI	4371.874104	-2.106473074	0.030389225	-69.31644693	0	0
LY6E	7517.816889	-2.994634606	0.040302521	-74.30390377	0	0
GPD2	5187.799873	-1.631870574	0.029645357	-55.04641333	0	0
IRGQ	444.346903	1.07415897	0.027779657	38.66710669	0	0
RPH3A	37.51969747	-5.908457857	0.146058389	-40.45271133	0	0
CKAP4	1323.532588	-3.018468809	0.052465143	-57.53284196	0	0
SLFN5	9296.734256	-2.892531677	0.074924549	-38.60592718	0	0
HELZ2	11544.58706	-3.861019825	0.03716669	-103.8838758	0	0
C19orf66	2425.716803	-2.583861385	0.01955862	-132.1085765	0	0
FAM177A1	2357.874525	-2.153329317	0.035146146	-61.26786552	0	0
ATG9A	697.9873139	1.445009828	0.02887133	50.04999139	0	0
TMEM50A	5647.87317	-1.044208908	0.026842221	-38.90173258	0	0
EHD4	9929.842409	-1.114298573	0.025069268	-44.44878736	0	0
GOLM1	2907.574782	-1.367651211	0.034798387	-39.30214351	0	0
ISG20	5962.565553	-6.524700212	0.042757267	-152.5986259	0	0
SRP54	2109.97691	-0.787483039	0.016952853	-46.45135758	0	0
UNC5C	448.6937851	-5.650598566	0.122375785	-46.17415599	0	0
USP25	3173.781135	-1.875547011	0.019488204	-96.24011399	0	0
TBC1D25	162.5077717	1.129205314	0.027977869	40.36066221	0	0
PPP2R2A	2255.375478	-1.550822484	0.022601525	-68.61583307	0	0
CLEC2B	1159.028448	-1.801249479	0.045998909	-39.15852641	0	0
SHROOM1	28.54057183	2.499505344	0.061067271	40.93035903	0	0
IDO1	13139.69512	-4.525569053	0.099573041	-45.44974227	0	0
TRIM14	2570.222881	-2.829029382	0.045763231	-61.81883034	0	0
ABTB2	1376.241599	-2.495205253	0.050217219	-49.68824086	0	0
AMPD2	367.6319035	2.73496737	0.048032395	56.94005802	0	0
PAPOLA	3626.127427	0.455870358	0.01174651	38.80900308	0	0
FAM111A	2088.114328	-1.609098743	0.033169868	-48.51085695	0	0
IFI27	4208.284169	-4.02657085	0.083370065	-48.29756155	0	0
FAM46A	6887.674732	-2.720385294	0.043330214	-62.7826415	0	0
MED26	1205.165427	0.744675131	0.013799684	53.96320032	0	0
KAT2B	2900.903858	-1.830364345	0.037673508	-48.58491928	0	0
USP41	90.23808095	-4.168587547	0.110173951	-37.83641689	0	0
USP42	437.3614974	-1.1486729	0.018877719	-60.84807708	0	0
RBCK1	2572.584046	-1.613588899	0.021070114	-76.58187774	0	0
SECTM1	6179.083955	-3.376315141	0.05058724	-66.74242649	0	0
DHX58	5714.871814	-2.332087799	0.029676146	-78.58459126	0	0
PRICKLE1	116.6558218	-3.22132056	0.064460707	-49.97339752	0	0
TDRD7	5688.925387	-2.28853843	0.024101986	-94.95227806	0	0
FAM26F	3010.808026	-3.600153894	0.091896366	-39.17623787	0	0
PALM2-AKAP2	7080.459312	-2.575695382	0.054525294	-47.238542	0	0
FTSJD2	3390.214415	-2.008913184	0.017420711	-115.317522	0	0
STAT3	6728.908295	-0.799660929	0.013875138	-57.63264498	0	0
C14orf37	306.1874062	0.984130961	0.024031328	40.95200005	0	0
ZCCHC2	2701.615864	-1.299863891	0.033226569	-39.12121901	0	0
ANXA2R	73.51780401	-4.254599887	0.102338812	-41.57366887	0	0
TRIM31	283.2977208	-5.440589545	0.095391787	-57.03415054	0	0
XLOC_000564	61.81706229	-2.594015516	0.063706596	-40.71816241	0	0
TRAF7	1100.044412	0.835486027	0.020533774	40.68838219	0	0
MOV10	4343.694995	-2.534465628	0.023739713	-106.7605844	0	0
TSC1	361.1111582	1.280858221	0.026439441	48.44498039	0	0
TMEM184C	752.8883742	0.536577228	0.013170231	40.74167308	0	0
WDR44	894.8194153	-0.754671824	0.017526878	-43.05797219	0	0
GTF2B	1979.841829	-1.418858331	0.026409899	-53.72448888	0	0
JAK2	5782.954627	-1.422622798	0.026073697	-54.56160665	0	0
WDR53	109.3410173	0.537779788	0.013441312	40.00947281	0	0
PAFAH2	211.4105795	0.911998209	0.021525005	42.36924496	0	0
APOBEC3D	179.2974976	-2.409850325	0.048736329	-49.44669406	0	0
TLK2	1459.924333	-1.291347853	0.014789441	-87.31552868	0	0
APOBEC3C	1869.037198	-1.232457128	0.028362154	-43.4542849	0	0
PRPSAP2	222.9683611	1.054518124	0.02551586	41.32794683	0	0
EFR3A	5326.152072	-1.000413462	0.018807068	-53.19348339	0	0
EXTL3	1087.678778	-1.189482535	0.022519996	-52.8189504	0	0
FAM189B	1482.338959	-0.757113594	0.019031522	-39.782084	0	0
BATF2	2030.614478	-3.83687649	0.036538314	-105.0096745	0	0
ATP13A1	1979.147464	-0.849148442	0.020348293	-41.7306958	0	0
FCGR1A	136.591565	-4.118357936	0.109620077	-37.56937645	0	0
DHRSX	4569.711376	-1.395935541	0.025903723	-53.8893779	0	0
BAZ1A	10059.68878	-1.603346615	0.022960542	-69.830521	0	0
AK311380	671.504035	-1.228415132	0.028722143	-42.76892292	0	0
AMOTL2	579.6450052	-8.078456347	0.115908979	-69.69655361	0	0
PNPT1	3865.198608	-3.264519911	0.022838472	-142.9395041	0	0
DNAJC13	3509.077719	-0.653807274	0.015985779	-40.89930647	0	0
XAF1	8060.789302	-2.536905388	0.036413926	-69.66854889	0	0
GLYR1	1768.883576	0.497751526	0.012364777	40.25560126	0	0
DECR1	1873.575612	-1.043421547	0.023308114	-44.7664515	0	0
SIK2	512.3356689	0.825827607	0.021545734	38.32905393	0	0
MASTL	2219.587066	-2.861638395	0.030439469	-94.01078566	0	0
MAST2	358.0599494	1.108431533	0.02648244	41.85533944	0	0
STX11	6352.214441	-1.752904063	0.04049649	-43.28533274	0	0
LIPA	367910.2713	-1.982920942	0.043666407	-45.41067282	0	0
ADAR	21348.1543	-1.485192743	0.018780421	-79.08197187	0	0
MUM1	163.6581504	1.458803655	0.038687743	37.70712698	0	0
CTR9	974.1138779	0.941943334	0.020969558	44.91956006	0	0
MIA3	4598.603211	-0.969697032	0.021331506	-45.45844137	0	0
GCH1	6970.622587	-5.252989642	0.06753176	-77.7854689	0	0
ELOVL3	32.91043794	-4.886959778	0.119714029	-40.82194719	0	0
DUSP5	9086.446586	-2.189450503	0.054187877	-40.40480326	0	0
DUSP7	138.9135972	1.954606569	0.046659949	41.89045624	0	0
HDX	151.6024324	-1.889254146	0.041191725	-45.86489553	0	0
CNP	4782.446511	-2.995136286	0.021854	-137.0520887	0	0
ANKRD63	11.25836592	3.898332378	0.10186978	38.26780014	0	0
SEMA4D	3147.26798	-2.161420926	0.024580587	-87.93203158	0	0
SQRDL	8799.495468	-1.130033388	0.019087447	-59.20296062	0	0
SP110	4920.641167	-3.440761699	0.023959107	-143.6097629	0	0
SERP1	2878.493992	0.708014234	0.017319873	40.87871869	0	0
RSBN1L	1046.184491	-0.918692435	0.017609687	-52.16972038	0	0
UBXN2A	491.0570388	-0.991187422	0.019374553	-51.1592404	0	0
TAF12	249.9755637	0.830364082	0.020192368	41.12266951	0	0
SLC38A5	1025.667203	-4.799944881	0.067304102	-71.31727058	0	0
EXOC6	1144.580554	-1.324627106	0.03141249	-42.16880373	0	0
C9orf91	2131.858243	-2.887011337	0.042489714	-67.94612324	0	0
USP28	792.0072883	-1.127377071	0.02542022	-44.34961812	0	0
CENPN	597.7476215	-1.497990173	0.025762527	-58.14608897	0	0
PDXDC1	1115.555198	0.949621318	0.021943714	43.27532411	0	0
PHACTR2	2883.843412	-1.046276981	0.024454187	-42.7851878	0	0
GPBP1	4622.867258	-1.289837847	0.024599259	-52.43401244	0	0
ENOX2	146.9646262	0.655117426	0.012112573	54.08573768	0	0
TANGO2	526.9389316	0.953453757	0.023787041	40.08290693	0	0
PHF15	2413.972939	-2.182285582	0.025461263	-85.71002769	0	0
PHF11	1915.896224	-1.853758381	0.02138512	-86.68449757	0	0
TIA1	2615.61063	-1.09077409	0.020328069	-53.6585203	0	0
HEG1	3821.991896	-2.971388798	0.061304115	-48.46964655	0	0
CARD16	170.0179519	-3.754394418	0.07089198	-52.95936771	0	0
CUL4B	1513.197718	-0.914810587	0.019406091	-47.14038347	0	0
NCOA1	3696.117136	-1.727167775	0.025164484	-68.63513502	0	0
GPR35	342.6766831	3.079152425	0.081461045	37.79907823	0	0
STAP1	1484.042114	-5.470753636	0.074252096	-73.67810425	0	0
RNF217	551.523788	-1.364796546	0.029013458	-47.04011999	0	0
FAM126A	1139.020884	1.512363435	0.03842372	39.3601513	0	0
RNF213	87733.42798	-3.143606551	0.029555722	-106.3620285	0	0
EPHB2	1030.893712	-3.823969292	0.049416024	-77.38318489	0	0
C17orf67	171.2783879	-3.71509185	0.098525501	-37.70690639	0	0
LYPLA2	681.6784749	0.715946181	0.01822753	39.27828881	0	0
CD2AP	1245.233124	-1.879541996	0.039322171	-47.79853028	0	0
SERPING1	2938.962251	-4.874895388	0.05510302	-88.46875102	0	0
GVINP1	662.7129374	-2.21574498	0.05480058	-40.43287479	0	0
FKBP4	715.6487674	1.983939874	0.051580271	38.46315341	0	0
FKBP6	6139.361352	-3.059186146	0.077462107	-39.49267913	0	0
CTNNBL1	2434.989258	-1.272284353	0.01688879	-75.33306825	0	0
CSRP2	400.9322623	-3.665334933	0.084707029	-43.27072921	0	0
APOBEC3G	3892.432602	-4.186464923	0.067441267	-62.07571594	0	0
ZNRF2	3138.107098	-1.601514336	0.039078269	-40.98222295	0	0
CD7	386.1264433	-3.565936132	0.085551891	-41.68155844	0	0
CCNYL1	2469.126234	-0.933322301	0.0231455	-40.3241364	0	0
GRAMD1B	652.8864274	-3.029349435	0.05359379	-56.52426221	0	0
CXorf21	3575.871834	-1.666667109	0.040891532	-40.75824592	0	0
RTP4	1289.286531	-3.463017697	0.02764492	-125.2677774	0	0
KIAA0226	3931.36409	-1.66316584	0.021220361	-78.37594557	0	0
RABGGTA	736.6824526	-0.94960221	0.022271809	-42.63695912	0	0
YEATS2	2589.00919	-0.979982082	0.023515349	-41.67414636	0	0
BTF3L4	751.0766136	0.989923743	0.018485734	53.55068715	0	0
DERL1	2048.993567	-0.802809611	0.015708302	-51.10734359	0	0
XLOC_000182	230.5092968	-2.583597201	0.064387682	-40.12564397	0	0
ARL6IP6	954.4325673	-1.01379179	0.017992778	-56.34437427	0	0
EPN2	48.37285996	3.434045908	0.063380627	54.18131799	0	0
STAU1	2490.255317	-0.527964016	0.011987685	-44.04219878	0	0
MAN1A2	662.525576	0.874941159	0.023301993	37.54791031	0	0
YME1L1	6355.809934	-0.762027937	0.018881731	-40.35794819	0	0
ZBP1	1363.320014	-6.484972165	0.054577675	-118.8209672	0	0
GBP2	4902.756174	-2.186572096	0.03918497	-55.8012959	0	0
GBP1	27390.84487	-4.931718466	0.053040022	-92.98107895	0	0
GBP7	3730.939221	-6.700482192	0.081270995	-82.44616855	0	0
GBP4	14038.01591	-5.98537457	0.055052915	-108.7203942	0	0
MB21D1	2174.133011	-1.986857957	0.027965102	-71.04776383	0	0
STAT2	12647.92101	-2.859258089	0.022373216	-127.7982584	0	0
STAT1	51153.08015	-2.910079691	0.033773103	-86.16559996	0	0
CHRNB1	325.7510821	-1.86218504	0.022306253	-83.48264554	0	0
MAP2K1	1734.001649	0.884278544	0.023279262	37.98567775	0	0
GOLGA3	1039.866988	0.854153097	0.022682551	37.65683509	0	0
BTN3A3	956.0807032	-1.949493963	0.045297705	-43.03736756	0	0
DCP1A	2549.259119	-1.572480717	0.022058954	-71.28537183	0	0
UBE2L6	9563.914278	-3.082074344	0.021019891	-146.6265624	0	0
KIAA0040	5898.619361	-2.037232575	0.023338328	-87.29128082	0	0
ETV7	1131.766663	-5.450571439	0.044641678	-122.0960258	0	0
RAD23B	2735.202622	0.820559294	0.017149047	47.84868173	0	0
CLEC16A	684.1053142	0.790624687	0.020146584	39.24360934	0	0
ELF4	3066.529846	-1.013859889	0.015766009	-64.30669347	0	0
CDR2	284.1085199	2.295346687	0.051118206	44.90272344	0	0
PSMA3	2244.319227	-0.995147998	0.015786578	-63.0375995	0	0
MINK1	1750.703386	1.338578603	0.035694219	37.50127121	8.78E-308	2.01E-306
LAMTOR5	634.5320917	0.667619951	0.017823475	37.45733984	4.56E-307	1.04E-305
RPL7L1	1245.50056	0.843956191	0.022550376	37.42537146	1.51E-306	3.45E-305
RAB3GAP1	2657.863766	-0.765992913	0.020473594	-37.4137002	2.34E-306	5.33E-305
POLA2	800.1541368	-1.075511862	0.028747529	-37.41232387	2.46E-306	5.60E-305
ZNF277	1266.152679	-1.193375377	0.031913425	-37.39414887	4.86E-306	1.10E-304
TNFRSF10D	139.4799364	1.858952494	0.049717564	37.39025689	5.63E-306	1.28E-304
SLC35A4	1887.076354	-0.585937384	0.015685486	-37.35538539	2.07E-305	4.69E-304
TOMM20	1562.669706	0.590491332	0.015821736	37.32152578	7.35E-305	1.66E-303
IKBKE	1600.286239	-1.951677731	0.052314876	-37.30636283	1.29E-304	2.92E-303
FXYD6-FXYD2	826.292651	-2.697341672	0.072363278	-37.27500695	4.17E-304	9.40E-303
LINC00623	101.2241379	-1.800345041	0.04837902	-37.21334232	4.15E-303	9.35E-302
PTK2B	3707.694837	-2.017219162	0.054211436	-37.21021417	4.67E-303	1.05E-301
DHX32	342.7414378	1.025238808	0.027572302	37.1836495	1.25E-302	2.82E-301
CNDP2	7382.304775	-0.982189743	0.02644893	-37.13532978	7.56E-302	1.70E-300
ITPRIPL2	3953.507863	-1.240429381	0.033404165	-37.13397333	7.95E-302	1.78E-300
MKKS	664.0359237	1.108275217	0.029848206	37.13037978	9.09E-302	2.03E-300
YKT6	1082.708199	0.480885381	0.012951584	37.12946565	9.40E-302	2.10E-300
TXNDC16	782.7396152	-1.570704002	0.042315757	-37.11865528	1.41E-301	3.13E-300
LYRM2	549.2717856	0.673473891	0.018161433	37.08264142	5.35E-301	1.19E-299
SLC17A9	212.3355928	2.245447187	0.060555597	37.08075403	5.74E-301	1.28E-299
ZNF146	971.4093622	0.842190142	0.022715985	37.07477998	7.16E-301	1.59E-299
MPHOSPH6	288.0797086	1.361107941	0.036731514	37.05559072	1.46E-300	3.24E-299
VEZF1	2707.787371	-0.930279539	0.025111253	-37.04632106	2.06E-300	4.56E-299
APPL2	511.0055922	1.984771899	0.053686296	36.96980537	3.50E-299	7.74E-298
MLKL	979.4256544	-2.151082557	0.058209888	-36.95390299	6.30E-299	1.39E-297
CAMK2D	1418.720173	-1.629250131	0.044149301	-36.90319182	4.11E-298	9.06E-297
RASSF1	419.6329915	0.983975191	0.026700554	36.85223831	2.69E-297	5.93E-296
MTOR	1018.654691	0.728163724	0.019783711	36.80622502	1.47E-296	3.23E-295
MAPRE3	55.61254527	2.044038516	0.055539692	36.80320219	1.64E-296	3.61E-295
